game_date,count,mean,min,max,std,var
1997-03-02,9,2.111111111111111,2,3,0.3333333333333333,0.1111111111111111
1997-03-04,2,2.5,2,3,0.7071067811865476,0.5
1997-03-07,10,2.4,2,3,0.5163977794943222,0.2666666666666666
1997-03-09,6,2.5,2,3,0.5477225575051661,0.29999999999999993
1997-03-12,10,2.6,2,3,0.5163977794943223,0.2666666666666667
1997-03-14,13,2.3076923076923075,2,3,0.4803844614152615,0.23076923076923084
1997-03-16,9,2.7777777777777777,2,3,0.44095855184409843,0.19444444444444445
1997-03-17,7,2.5714285714285716,2,3,0.5345224838248488,0.28571428571428575
1997-03-20,1,2.0,2,2,,
1997-03-23,6,2.1666666666666665,2,3,0.408248290463863,0.16666666666666669
1997-03-24,3,2.0,2,2,0.0,0.0
1997-03-26,14,2.2857142857142856,2,3,0.46880723093849525,0.2197802197802196
1997-03-27,16,2.3125,2,3,0.478713553878169,0.22916666666666663
1997-04-01,5,2.2,2,3,0.4472135954999579,0.19999999999999998
1997-04-02,6,2.0,2,2,0.0,0.0
1997-04-04,6,2.1666666666666665,2,3,0.408248290463863,0.16666666666666669
1997-04-06,9,2.4444444444444446,2,3,0.5270462766947299,0.2777777777777778
1997-04-08,11,2.272727272727273,2,3,0.4670993664969137,0.21818181818181812
1997-04-09,12,2.1666666666666665,2,3,0.3892494720807615,0.15151515151515152
1997-04-11,7,2.2857142857142856,2,3,0.48795003647426666,0.23809523809523814
1997-04-13,5,2.2,2,3,0.447213595499958,0.20000000000000004
1997-04-17,4,2.25,2,3,0.5,0.25000000000000006
1997-04-25,1,2.0,2,2,,
1997-04-27,3,2.3333333333333335,2,3,0.5773502691896257,0.33333333333333326
1997-04-30,13,2.230769230769231,2,3,0.4385290096535146,0.1923076923076923
1997-05-04,7,2.7142857142857144,2,3,0.4879500364742666,0.2380952380952381
1997-05-06,1,2.0,2,2,,
1997-05-08,7,2.2857142857142856,2,3,0.48795003647426655,0.23809523809523803
1997-05-10,9,2.6666666666666665,2,3,0.49999999999999994,0.24999999999999997
1997-05-12,14,2.4285714285714284,2,3,0.5135525910130954,0.26373626373626363
1997-10-31,13,2.1538461538461537,2,3,0.3755338080994055,0.14102564102564114
1997-11-04,10,2.2,2,3,0.42163702135578396,0.1777777777777778
1997-11-07,9,2.2222222222222223,2,3,0.4409585518440984,0.1944444444444444
1997-11-09,18,2.1666666666666665,2,3,0.38348249442368526,0.1470588235294118
1997-11-16,6,2.6666666666666665,2,3,0.5163977794943222,0.2666666666666666
1997-11-18,10,2.2,2,3,0.4216370213557839,0.17777777777777776
1997-11-19,18,2.2777777777777777,2,3,0.46088859896247675,0.21241830065359474
1997-11-23,21,2.0952380952380953,2,3,0.30079260375911926,0.09047619047619053
1997-11-25,21,2.238095238095238,2,3,0.4364357804719847,0.19047619047619047
1997-11-26,11,2.090909090909091,2,3,0.30151134457776363,0.0909090909090909
1997-11-28,11,2.4545454545454546,2,3,0.5222329678670934,0.27272727272727254
1997-11-30,8,2.125,2,3,0.3535533905932738,0.125
1997-12-03,10,2.3,2,3,0.48304589153964794,0.23333333333333334
1997-12-05,10,2.3,2,3,0.48304589153964794,0.23333333333333334
1997-12-07,15,2.2666666666666666,2,3,0.4577377082170634,0.20952380952380947
1997-12-08,14,2.2142857142857144,2,3,0.4258153136263201,0.1813186813186813
1997-12-10,15,2.2,2,3,0.4140393356054125,0.1714285714285714
1997-12-12,15,2.2666666666666666,2,3,0.45773770821706333,0.20952380952380942
1997-12-14,21,2.3333333333333335,2,3,0.483045891539648,0.2333333333333334
1997-12-16,15,2.1333333333333333,2,3,0.3518657752744985,0.1238095238095239
1997-12-17,20,2.25,2,3,0.44426165831931935,0.19736842105263164
1997-12-19,16,2.25,2,3,0.44721359549995787,0.19999999999999993
1997-12-20,14,2.2142857142857144,2,3,0.42581531362632,0.18131868131868129
1997-12-22,13,2.3076923076923075,2,3,0.4803844614152613,0.2307692307692307
1997-12-26,15,2.3333333333333335,2,3,0.48795003647426644,0.23809523809523797
1997-12-28,11,2.1818181818181817,2,3,0.4045199174779452,0.1636363636363636
1997-12-30,10,2.1,2,3,0.31622776601683794,0.09999999999999999
1998-01-02,8,2.375,2,3,0.5175491695067657,0.2678571428571429
1998-01-04,18,2.1666666666666665,2,3,0.3834824944236852,0.14705882352941177
1998-01-06,10,2.1,2,3,0.316227766016838,0.10000000000000003
1998-01-07,7,2.142857142857143,2,3,0.3779644730092273,0.1428571428571429
1998-01-09,11,2.1818181818181817,2,3,0.4045199174779452,0.16363636363636358
1998-01-11,9,2.2222222222222223,2,3,0.4409585518440983,0.19444444444444436
1998-01-14,8,2.375,2,3,0.5175491695067657,0.26785714285714285
1998-01-17,9,2.2222222222222223,2,3,0.4409585518440984,0.19444444444444442
1998-01-19,7,2.2857142857142856,2,3,0.48795003647426655,0.23809523809523805
1998-01-21,12,2.3333333333333335,2,3,0.4923659639173309,0.24242424242424238
1998-01-24,14,2.2857142857142856,2,3,0.4688072309384954,0.21978021978021975
1998-01-28,19,2.1578947368421053,2,3,0.3746343246326776,0.14035087719298248
1998-01-30,16,2.1875,2,3,0.40311288741492746,0.16249999999999998
1998-02-01,16,2.375,2,3,0.5,0.25
1998-02-04,10,2.2,2,3,0.4216370213557839,0.17777777777777778
1998-02-10,13,2.230769230769231,2,3,0.43852900965351455,0.19230769230769226
1998-02-11,11,2.0,2,2,0.0,0.0
1998-02-13,13,2.3076923076923075,2,3,0.48038446141526114,0.23076923076923053
1998-02-15,15,2.3333333333333335,2,3,0.4879500364742666,0.2380952380952381
1998-02-18,8,2.125,2,3,0.3535533905932738,0.125
1998-02-19,10,2.0,2,2,0.0,0.0
1998-02-22,15,2.2,2,3,0.4140393356054125,0.1714285714285714
1998-02-24,12,2.0833333333333335,2,3,0.28867513459481287,0.08333333333333331
1998-02-25,8,2.0,2,2,0.0,0.0
1998-02-27,12,2.3333333333333335,2,3,0.4923659639173309,0.2424242424242424
1998-03-01,15,2.3333333333333335,2,3,0.4879500364742666,0.23809523809523808
1998-03-02,7,2.142857142857143,2,3,0.37796447300922725,0.14285714285714288
1998-03-04,8,2.0,2,2,0.0,0.0
1998-03-06,6,2.3333333333333335,2,3,0.5163977794943222,0.2666666666666666
1998-03-08,7,2.2857142857142856,2,3,0.48795003647426655,0.23809523809523803
1998-03-11,10,2.2,2,3,0.42163702135578396,0.1777777777777778
1998-03-12,9,2.2222222222222223,2,3,0.44095855184409843,0.19444444444444445
1998-03-15,7,2.142857142857143,2,3,0.3779644730092273,0.14285714285714293
1998-03-16,1,3.0,3,3,,
1998-03-18,10,2.3,2,3,0.4830458915396479,0.23333333333333325
1998-03-20,7,2.4285714285714284,2,3,0.5345224838248488,0.28571428571428575
1998-03-22,9,2.2222222222222223,2,3,0.4409585518440984,0.19444444444444442
1998-03-23,12,2.3333333333333335,2,3,0.49236596391733073,0.24242424242424224
1998-03-25,7,2.4285714285714284,2,3,0.5345224838248488,0.28571428571428575
1998-03-28,4,2.5,2,3,0.5773502691896257,0.33333333333333326
1998-03-29,12,2.0833333333333335,2,3,0.28867513459481287,0.08333333333333331
1998-03-31,13,2.3076923076923075,2,3,0.48038446141526137,0.23076923076923073
1998-04-02,11,2.1818181818181817,2,3,0.4045199174779453,0.16363636363636366
1998-04-03,8,2.25,2,3,0.46291004988627577,0.21428571428571433
1998-04-05,11,2.3636363636363638,2,3,0.504524979109513,0.2545454545454545
1998-04-08,10,2.5,2,3,0.5270462766947297,0.2777777777777776
1998-04-10,11,2.5454545454545454,2,3,0.5222329678670934,0.27272727272727265
1998-04-11,9,2.3333333333333335,2,3,0.49999999999999983,0.24999999999999986
1998-04-13,10,2.2,2,3,0.42163702135578385,0.17777777777777773
1998-04-14,11,2.090909090909091,2,3,0.3015113445777637,0.09090909090909095
1998-04-17,8,2.375,2,3,0.5175491695067655,0.2678571428571428
1998-04-19,19,2.263157894736842,2,3,0.452413928358864,0.20467836257309935
1998-04-24,9,2.111111111111111,2,3,0.3333333333333333,0.1111111111111111
1998-04-26,7,2.0,2,2,0.0,0.0
1998-04-28,6,2.3333333333333335,2,3,0.5163977794943222,0.2666666666666666
1998-04-30,16,2.0625,2,3,0.24999999999999997,0.062499999999999986
1998-05-04,5,2.4,2,3,0.5477225575051662,0.30000000000000004
1998-05-12,3,2.3333333333333335,2,3,0.5773502691896257,0.33333333333333326
1998-05-16,14,2.357142857142857,2,3,0.4972451580988468,0.24725274725274712
1998-05-18,10,2.1,2,3,0.316227766016838,0.10000000000000003
1998-05-22,4,2.25,2,3,0.5,0.25
1998-05-24,2,2.0,2,2,0.0,0.0
1999-02-05,21,2.142857142857143,2,3,0.35856858280031806,0.12857142857142856
1999-02-07,12,2.0833333333333335,2,3,0.288675134594813,0.08333333333333338
1999-02-08,19,2.210526315789474,2,3,0.41885390829169555,0.1754385964912281
1999-02-10,15,2.1333333333333333,2,3,0.35186577527449847,0.12380952380952384
1999-02-11,21,2.142857142857143,2,3,0.3585685828003181,0.1285714285714286
1999-02-14,12,2.3333333333333335,2,3,0.49236596391733084,0.24242424242424232
1999-02-16,14,2.0714285714285716,2,3,0.2672612419124245,0.07142857142857148
1999-02-17,15,2.0,2,2,0.0,0.0
1999-02-19,19,2.0,2,2,0.0,0.0
1999-02-21,20,2.3,2,3,0.47016234598162715,0.22105263157894728
1999-02-22,15,2.2,2,3,0.41403933560541256,0.17142857142857146
1999-02-23,21,2.2857142857142856,2,3,0.4629100498862757,0.21428571428571427
1999-02-25,6,2.1666666666666665,2,3,0.408248290463863,0.16666666666666669
1999-02-26,10,2.0,2,2,0.0,0.0
1999-02-28,20,2.1,2,3,0.30779350562554636,0.09473684210526323
1999-03-01,11,2.090909090909091,2,3,0.30151134457776363,0.0909090909090909
1999-03-03,19,2.0,2,2,0.0,0.0
1999-03-05,15,2.0,2,2,0.0,0.0
1999-03-07,16,2.125,2,3,0.3415650255319866,0.11666666666666667
1999-03-09,7,2.0,2,2,0.0,0.0
1999-03-10,14,2.0,2,2,0.0,0.0
1999-03-12,13,2.0,2,2,0.0,0.0
1999-03-14,19,2.3157894736842106,2,3,0.47756693294091906,0.2280701754385963
1999-03-16,12,2.1666666666666665,2,3,0.3892494720807615,0.15151515151515152
1999-03-18,12,2.0833333333333335,2,3,0.2886751345948129,0.08333333333333337
1999-03-19,16,2.25,2,3,0.44721359549995787,0.19999999999999993
1999-03-21,24,2.0833333333333335,2,3,0.28232985128663995,0.07971014492753623
1999-03-22,17,2.0,2,2,0.0,0.0
1999-03-24,22,2.1363636363636362,2,3,0.3512500866571045,0.12337662337662342
1999-03-26,17,2.0588235294117645,2,3,0.24253562503633294,0.05882352941176469
1999-03-28,20,2.0,2,2,0.0,0.0
1999-03-29,17,2.0588235294117645,2,3,0.24253562503633302,0.05882352941176473
1999-04-02,20,2.0,2,2,0.0,0.0
1999-04-03,15,2.066666666666667,2,3,0.2581988897471611,0.06666666666666665
1999-04-05,12,2.3333333333333335,2,3,0.4923659639173309,0.24242424242424238
1999-04-06,14,2.142857142857143,2,3,0.36313651960128146,0.13186813186813187
1999-04-07,18,2.0555555555555554,2,3,0.23570226039551587,0.05555555555555557
1999-04-09,14,2.2142857142857144,2,3,0.42581531362632,0.18131868131868129
1999-04-11,21,2.1904761904761907,2,3,0.40237390808147816,0.16190476190476186
1999-04-13,19,2.1052631578947367,2,3,0.3153017676423058,0.09941520467836257
1999-04-17,16,2.25,2,3,0.4472135954999578,0.19999999999999987
1999-04-19,11,2.272727272727273,2,3,0.46709936649691375,0.21818181818181817
1999-04-20,17,2.235294117647059,2,3,0.437237316097603,0.19117647058823523
1999-04-21,15,2.3333333333333335,2,3,0.48795003647426644,0.23809523809523797
1999-04-24,14,2.142857142857143,2,3,0.3631365196012814,0.13186813186813182
1999-04-26,14,2.2142857142857144,2,3,0.4258153136263201,0.1813186813186813
1999-04-29,11,2.1818181818181817,2,3,0.4045199174779452,0.16363636363636358
1999-05-02,20,2.1,2,3,0.3077935056255463,0.0947368421052632
1999-05-03,12,2.0,2,2,0.0,0.0
1999-05-05,5,2.0,2,2,0.0,0.0
1999-05-09,9,2.111111111111111,2,3,0.3333333333333334,0.11111111111111117
1999-05-11,15,2.2,2,3,0.4140393356054125,0.1714285714285714
1999-05-13,17,2.235294117647059,2,3,0.4372373160976031,0.19117647058823528
1999-05-15,25,2.12,2,3,0.33166247903553997,0.11
1999-05-17,17,2.0588235294117645,2,3,0.242535625036333,0.05882352941176472
1999-05-19,25,2.12,2,3,0.33166247903554,0.11000000000000003
1999-05-22,18,2.2777777777777777,2,3,0.46088859896247675,0.21241830065359474
1999-05-23,16,2.1875,2,3,0.4031128874149275,0.16250000000000003
1999-12-01,18,2.1666666666666665,2,3,0.38348249442368526,0.1470588235294118
1999-12-03,15,2.066666666666667,2,3,0.2581988897471611,0.06666666666666665
1999-12-05,12,2.25,2,3,0.4522670168666453,0.20454545454545442
1999-12-07,13,2.076923076923077,2,3,0.2773500981126146,0.07692307692307693
1999-12-08,19,2.1052631578947367,2,3,0.3153017676423059,0.09941520467836264
1999-12-11,12,2.0,2,2,0.0,0.0
1999-12-12,24,2.0833333333333335,2,3,0.28232985128664007,0.07971014492753628
1999-12-14,12,2.0833333333333335,2,3,0.2886751345948129,0.08333333333333334
1999-12-16,19,2.0526315789473686,2,3,0.2294157338705618,0.05263157894736843
1999-12-17,24,2.0833333333333335,2,3,0.28232985128664007,0.07971014492753631
1999-12-19,20,2.0,2,2,0.0,0.0
1999-12-20,17,2.0588235294117645,2,3,0.24253562503633302,0.058823529411764726
1999-12-25,19,2.0526315789473686,2,3,0.22941573387056183,0.052631578947368446
1999-12-27,22,2.0454545454545454,2,3,0.21320071635561041,0.04545454545454544
1999-12-29,15,2.0,2,2,0.0,0.0
2000-01-04,26,2.0384615384615383,2,3,0.196116135138184,0.03846153846153845
2000-01-05,22,2.0454545454545454,2,3,0.21320071635561041,0.04545454545454544
2000-01-07,19,2.210526315789474,2,3,0.4188539082916955,0.17543859649122806
2000-01-08,18,2.388888888888889,2,3,0.5016313257045502,0.2516339869281045
2000-01-10,18,2.3333333333333335,2,3,0.4850712500726659,0.23529411764705876
2000-01-12,19,2.1578947368421053,2,3,0.3746343246326776,0.14035087719298245
2000-01-14,19,2.0526315789473686,2,3,0.2294157338705618,0.05263157894736844
2000-01-15,18,2.1666666666666665,2,3,0.3834824944236852,0.14705882352941174
2000-01-17,18,2.2777777777777777,2,3,0.46088859896247675,0.21241830065359474
2000-01-19,15,2.1333333333333333,2,3,0.35186577527449836,0.1238095238095238
2000-01-22,19,2.1052631578947367,2,3,0.3153017676423058,0.0994152046783626
2000-01-24,24,2.0833333333333335,2,3,0.28232985128664007,0.07971014492753628
2000-01-28,15,2.1333333333333333,2,3,0.35186577527449836,0.12380952380952377
2000-01-30,22,2.090909090909091,2,3,0.29424494316824984,0.08658008658008658
2000-02-01,14,2.0714285714285716,2,3,0.26726124191242434,0.07142857142857141
2000-02-04,8,2.125,2,3,0.3535533905932738,0.125
2000-02-07,21,2.238095238095238,2,3,0.4364357804719847,0.19047619047619047
2000-02-09,17,2.1176470588235294,2,3,0.3321055820775357,0.11029411764705882
2000-02-15,14,2.2142857142857144,2,3,0.4258153136263201,0.1813186813186813
2000-02-16,18,2.0555555555555554,2,3,0.2357022603955158,0.05555555555555554
2000-02-18,10,2.2,2,3,0.42163702135578385,0.1777777777777777
2000-02-20,15,2.066666666666667,2,3,0.2581988897471611,0.06666666666666667
2000-02-22,20,2.05,2,3,0.223606797749979,0.05000000000000001
2000-02-23,22,2.1363636363636362,2,3,0.3512500866571045,0.12337662337662343
2000-02-25,12,2.0,2,2,0.0,0.0
2000-02-27,18,2.2222222222222223,2,3,0.42779263194649864,0.18300653594771243
2000-02-29,11,2.090909090909091,2,3,0.30151134457776374,0.09090909090909097
2000-03-01,22,2.1818181818181817,2,3,0.39477101697586137,0.1558441558441558
2000-03-03,17,2.1176470588235294,2,3,0.3321055820775357,0.11029411764705879
2000-03-05,12,2.25,2,3,0.45226701686664533,0.20454545454545447
2000-03-06,12,2.1666666666666665,2,3,0.38924947208076144,0.1515151515151515
2000-03-09,19,2.210526315789474,2,3,0.4188539082916955,0.17543859649122806
2000-03-12,24,2.1666666666666665,2,3,0.38069349381344053,0.1449275362318841
2000-03-13,20,2.15,2,3,0.3663475485325232,0.13421052631578945
2000-03-16,10,2.0,2,2,0.0,0.0
2000-03-17,21,2.0476190476190474,2,3,0.21821789023599245,0.047619047619047644
2000-03-19,23,2.1739130434782608,2,3,0.3875533878815899,0.15019762845849804
2000-03-20,25,2.0,2,2,0.0,0.0
2000-03-22,16,2.25,2,3,0.447213595499958,0.20000000000000004
2000-03-24,15,2.1333333333333333,2,3,0.3518657752744984,0.12380952380952381
2000-03-26,19,2.0526315789473686,2,3,0.22941573387056172,0.052631578947368404
2000-03-29,20,2.0,2,2,0.0,0.0
2000-03-31,12,2.1666666666666665,2,3,0.3892494720807615,0.15151515151515152
2000-04-02,11,2.0,2,2,0.0,0.0
2000-04-05,14,2.0714285714285716,2,3,0.26726124191242434,0.07142857142857141
2000-04-08,30,2.1,2,3,0.30512857662936466,0.09310344827586205
2000-04-10,28,2.107142857142857,2,3,0.3149703941743561,0.09920634920634928
2000-04-14,21,2.0952380952380953,2,3,0.30079260375911926,0.09047619047619052
2000-04-16,18,2.2222222222222223,2,3,0.42779263194649864,0.18300653594771243
2000-04-18,20,2.25,2,3,0.4442616583193193,0.19736842105263158
2000-04-19,21,2.238095238095238,2,3,0.4364357804719846,0.19047619047619035
2000-04-23,22,2.0454545454545454,2,3,0.21320071635561041,0.04545454545454544
2000-04-27,20,2.15,2,3,0.3663475485325232,0.13421052631578945
2000-04-30,25,2.24,2,3,0.43588989435406744,0.19000000000000006
2000-05-02,30,2.1,2,3,0.3051285766293647,0.0931034482758621
2000-05-05,16,2.3125,2,3,0.47871355387816894,0.22916666666666655
2000-05-07,17,2.1176470588235294,2,3,0.3321055820775357,0.11029411764705879
2000-05-10,11,2.090909090909091,2,3,0.30151134457776363,0.0909090909090909
2000-05-12,20,2.1,2,3,0.3077935056255463,0.09473684210526319
2000-05-14,20,2.25,2,3,0.4442616583193192,0.19736842105263153
2000-05-16,16,2.1875,2,3,0.40311288741492746,0.16249999999999998
2000-05-20,9,2.111111111111111,2,3,0.3333333333333333,0.1111111111111111
2000-05-22,9,2.2222222222222223,2,3,0.4409585518440984,0.19444444444444442
2000-05-26,18,2.0555555555555554,2,3,0.23570226039551584,0.05555555555555555
2000-05-28,15,2.2,2,3,0.4140393356054125,0.17142857142857143
2000-05-30,13,2.230769230769231,2,3,0.4385290096535145,0.1923076923076922
2000-06-02,24,2.375,2,3,0.4945353550468402,0.2445652173913043
2000-06-04,19,2.210526315789474,2,3,0.41885390829169555,0.1754385964912281
2000-06-07,13,2.1538461538461537,2,3,0.3755338080994054,0.14102564102564105
2000-06-09,3,2.3333333333333335,2,3,0.5773502691896258,0.33333333333333337
2000-06-14,27,2.0,2,2,0.0,0.0
2000-06-16,20,2.05,2,3,0.223606797749979,0.05000000000000001
2000-06-19,27,2.2222222222222223,2,3,0.4236592728681617,0.17948717948717946
2000-10-31,11,2.090909090909091,2,3,0.30151134457776363,0.09090909090909091
2000-11-01,21,2.0952380952380953,2,3,0.30079260375911915,0.09047619047619046
2000-11-04,20,2.05,2,3,0.22360679774997894,0.04999999999999999
2000-11-05,14,2.2857142857142856,2,3,0.46880723093849547,0.21978021978021983
2000-11-07,16,2.1875,2,3,0.40311288741492757,0.1625000000000001
2000-11-08,31,2.096774193548387,2,3,0.3005371535187643,0.0903225806451613
2000-11-12,29,2.0344827586206895,2,3,0.18569533817705183,0.03448275862068965
2000-11-14,23,2.130434782608696,2,3,0.34435022157509104,0.11857707509881431
2000-11-16,23,2.217391304347826,2,3,0.42174116783664994,0.17786561264822132
2000-11-18,25,2.24,2,3,0.4358898943540674,0.19000000000000003
2000-11-19,22,2.090909090909091,2,3,0.29424494316824984,0.08658008658008659
2000-11-22,19,2.1578947368421053,2,3,0.37463432463267765,0.1403508771929825
2000-11-24,20,2.1,2,3,0.3077935056255462,0.09473684210526312
2000-11-27,19,2.210526315789474,2,3,0.41885390829169544,0.175438596491228
2000-11-28,24,2.25,2,3,0.4423258684646914,0.1956521739130435
2000-11-30,16,2.25,2,3,0.4472135954999579,0.19999999999999998
2000-12-01,31,2.129032258064516,2,3,0.3407771005482389,0.11612903225806452
2000-12-03,28,2.107142857142857,2,3,0.31497039417435607,0.09920634920634923
2000-12-05,28,2.142857142857143,2,3,0.35634832254989923,0.12698412698412703
2000-12-06,35,2.2,2,3,0.405839724956714,0.16470588235294126
2000-12-08,25,2.04,2,3,0.2,0.04000000000000001
2000-12-10,21,2.238095238095238,2,3,0.4364357804719847,0.19047619047619047
2000-12-12,31,2.3225806451612905,2,3,0.47519096331149135,0.22580645161290314
2000-12-13,25,2.08,2,3,0.27688746209726917,0.07666666666666666
2000-12-15,18,2.1666666666666665,2,3,0.3834824944236852,0.14705882352941177
2000-12-17,29,2.1724137931034484,2,3,0.38442587221924474,0.14778325123152708
2000-12-19,24,2.0833333333333335,2,3,0.2823298512866401,0.07971014492753632
2000-12-21,26,2.0384615384615383,2,3,0.19611613513818404,0.03846153846153847
2000-12-22,20,2.05,2,3,0.22360679774997894,0.04999999999999999
2000-12-25,20,2.2,2,3,0.41039134083406165,0.16842105263157894
2000-12-28,19,2.1578947368421053,2,3,0.37463432463267754,0.14035087719298242
2000-12-30,18,2.388888888888889,2,3,0.5016313257045502,0.2516339869281045
2001-01-03,24,2.25,2,3,0.4423258684646913,0.1956521739130434
2001-01-07,24,2.2083333333333335,2,3,0.41485111699905347,0.17210144927536233
2001-01-12,25,2.24,2,3,0.43588989435406733,0.18999999999999997
2001-01-13,24,2.25,2,3,0.4423258684646914,0.1956521739130435
2001-01-15,24,2.1666666666666665,2,3,0.38069349381344053,0.1449275362318841
2001-01-19,22,2.1818181818181817,2,3,0.39477101697586137,0.1558441558441558
2001-01-21,27,2.111111111111111,2,3,0.32025630761017426,0.10256410256410257
2001-01-23,19,2.263157894736842,2,3,0.45241392835886407,0.20467836257309938
2001-01-26,20,2.2,2,3,0.4103913408340616,0.1684210526315789
2001-01-28,27,2.111111111111111,2,3,0.3202563076101744,0.10256410256410262
2001-01-30,26,2.0384615384615383,2,3,0.19611613513818402,0.03846153846153846
2001-01-31,17,2.0588235294117645,2,3,0.242535625036333,0.05882352941176472
2001-02-02,30,2.033333333333333,2,3,0.18257418583505539,0.03333333333333334
2001-02-04,26,2.0384615384615383,2,3,0.19611613513818404,0.038461538461538464
2001-02-07,26,2.076923076923077,2,3,0.27174648819470315,0.07384615384615395
2001-02-13,25,2.2,2,3,0.40824829046386296,0.1666666666666666
2001-02-14,13,2.1538461538461537,2,3,0.3755338080994054,0.14102564102564105
2001-02-16,17,2.0588235294117645,2,3,0.24253562503633294,0.05882352941176469
2001-02-18,28,2.0714285714285716,2,3,0.2622652641564811,0.06878306878306881
2001-02-20,16,2.0,2,2,0.0,0.0
2001-02-28,28,2.1785714285714284,2,3,0.39002102778747977,0.15211640211640207
2001-03-03,16,2.125,2,3,0.3415650255319867,0.11666666666666671
2001-03-04,15,2.066666666666667,2,3,0.2581988897471612,0.06666666666666671
2001-03-06,17,2.0588235294117645,2,3,0.242535625036333,0.05882352941176472
2001-03-07,34,2.0588235294117645,2,3,0.2388325736106128,0.05704099821746879
2001-03-09,33,2.0303030303030303,2,3,0.17407765595569785,0.030303030303030304
2001-03-15,28,2.107142857142857,2,3,0.3149703941743561,0.09920634920634928
2001-03-16,18,2.111111111111111,2,3,0.3233808333817775,0.10457516339869291
2001-03-18,17,2.0588235294117645,2,3,0.24253562503633294,0.05882352941176469
2001-03-19,22,2.0,2,2,0.0,0.0
2001-03-21,15,2.066666666666667,2,3,0.2581988897471611,0.06666666666666665
2001-04-01,4,2.5,2,3,0.5773502691896257,0.3333333333333333
2001-04-10,14,2.0714285714285716,2,3,0.26726124191242434,0.07142857142857141
2001-04-12,24,2.0,2,2,0.0,0.0
2001-04-15,21,2.0952380952380953,2,3,0.3007926037591192,0.09047619047619049
2001-04-17,13,2.1538461538461537,2,3,0.3755338080994054,0.14102564102564105
2001-04-22,20,2.1,2,3,0.30779350562554625,0.09473684210526317
2001-04-26,11,2.1818181818181817,2,3,0.4045199174779452,0.16363636363636358
2001-04-29,23,2.0869565217391304,2,3,0.28810406552003043,0.08300395256916998
2001-05-06,23,2.0434782608695654,2,3,0.20851441405707483,0.043478260869565244
2001-05-08,19,2.1052631578947367,2,3,0.3153017676423057,0.09941520467836255
2001-05-11,22,2.0454545454545454,2,3,0.21320071635561041,0.04545454545454545
2001-05-13,29,2.0344827586206895,2,3,0.1856953381770519,0.03448275862068966
